S.No,SongId,PreviewUrl,Mood
1,0sStz9SBt5DOF7CynqUUwa,https://p.scdn.co/mp3-preview/d06a60b6870725b2b4e2dea5471c064c85d9637f?cid=9ba8560ce44540a8a907412d26cedc64,CALM
2,2CVoj73sTbBrfBoQTEk7yO,https://p.scdn.co/mp3-preview/048a9d4f36df65d746f9b4f9e628ee6987b2b5ab?cid=9ba8560ce44540a8a907412d26cedc64,CALM
3,0PWTD37PzDoCU9CunHUokE,https://p.scdn.co/mp3-preview/3a8894cf654c9e2b1ea55817f238fcc74b3558aa?cid=9ba8560ce44540a8a907412d26cedc64,CALM
4,1HZa1EjZeJDzQ7r6NwX6jW,https://p.scdn.co/mp3-preview/01227d6fbe7cb5135abc41f08bf535baf591e6c8?cid=9ba8560ce44540a8a907412d26cedc64,CALM
5,3OLr0gzUC0zLlWmpE6L0Ay,https://p.scdn.co/mp3-preview/d9e78cea02fc589f491c5a1d50b5c8bca7a071a3?cid=9ba8560ce44540a8a907412d26cedc64,CALM
6,6ugfn14Y2aS1loWCWh1APM,https://p.scdn.co/mp3-preview/f9751caa9bf2a39cde45c73659f226b9f2008619?cid=9ba8560ce44540a8a907412d26cedc64,CALM
7,5nkMUigFhTzLpvMkXI6kPk,https://p.scdn.co/mp3-preview/ded02e123f23509b342965a951958d60e7bd8623?cid=9ba8560ce44540a8a907412d26cedc64,CALM
8,2bzHADVvOnECWhqpLf5Rwi,https://p.scdn.co/mp3-preview/0b4ede5c6696be7ddc3e410ff2d806a073e226ce?cid=9ba8560ce44540a8a907412d26cedc64,CALM
9,56nl0PcICHCOoVazhLQEFb,https://p.scdn.co/mp3-preview/ca509be828a4b7fab9435db67448dd1d5a28f00a?cid=9ba8560ce44540a8a907412d26cedc64,CALM
10,0wXoceSodypn4BlHQRUYLA,https://p.scdn.co/mp3-preview/23048140e410eff49529851e14d704aedf7804c7?cid=9ba8560ce44540a8a907412d26cedc64,CALM
11,1XjmvMlHQeXqXqbIiphr7L,https://p.scdn.co/mp3-preview/58a80b7d5e0585055b7269ea49a78a8aae080d3a?cid=9ba8560ce44540a8a907412d26cedc64,CALM
12,3XUoK60Lyhtf9qyqJrppKq,https://p.scdn.co/mp3-preview/16b8f6910f88226e6f0cea6f6b448038bc4e6147?cid=9ba8560ce44540a8a907412d26cedc64,CALM
13,0YicEESY4K4uK5iXldrVN6,https://p.scdn.co/mp3-preview/0fd36745d9b4e62214f4f035dfca6704f6b61fb5?cid=9ba8560ce44540a8a907412d26cedc64,CALM
14,20MbEMn0Dj7ZZZtbPTRfxb,https://p.scdn.co/mp3-preview/afd73e3df9e76883a0e324519b5e4366b68f5922?cid=9ba8560ce44540a8a907412d26cedc64,CALM
15,7drTYp9dKioyAQYDTLtzbR,https://p.scdn.co/mp3-preview/56076fd1eb984430579be004145e0fb5704bbef5?cid=9ba8560ce44540a8a907412d26cedc64,CALM
16,47EiUVwUp4C9fGccaPuUCS,https://p.scdn.co/mp3-preview/edd9bea2e66b14169f8bbfa45a78b6599b14160a?cid=9ba8560ce44540a8a907412d26cedc64,SAD
17,0bYg9bo50gSsH3LtXe2SQn,https://p.scdn.co/mp3-preview/bbafd15ff484394a0ca106d5fef0a81eeea4ef5b?cid=9ba8560ce44540a8a907412d26cedc64,SAD
18,6AGOKlMZWLCaEJGnaROtF9,https://p.scdn.co/mp3-preview/43e2f68fc66eb394aebab52b14afde64607f0e77?cid=9ba8560ce44540a8a907412d26cedc64,SAD
19,1IcR6RlgvDczfvoWJSSY2A,https://p.scdn.co/mp3-preview/275c9394f2dce03245d4b6861eec4a40036ae82c?cid=9ba8560ce44540a8a907412d26cedc64,SAD
20,0lLdorYw7lVrJydTINhWdI,https://p.scdn.co/mp3-preview/798a8bc5a7a95ccad75648a63bc50aa755dc2289?cid=9ba8560ce44540a8a907412d26cedc64,SAD
21,45bE4HXI0AwGZXfZtMp8JR,https://p.scdn.co/mp3-preview/47afb10323067e827310e5898e4d52c8bdbe72ee?cid=9ba8560ce44540a8a907412d26cedc64,SAD
22,45bE4HXI0AwGZXfZtMp8JR,https://p.scdn.co/mp3-preview/47afb10323067e827310e5898e4d52c8bdbe72ee?cid=9ba8560ce44540a8a907412d26cedc64,SAD
23,1ZMiCix7XSAbfAJlEZWMCp,https://p.scdn.co/mp3-preview/755e88e49f038885df13efc6689381a2068e972d?cid=9ba8560ce44540a8a907412d26cedc64,SAD
24,7s3VamLgN0rvQ0W0FlDST8,https://p.scdn.co/mp3-preview/7630273bed15c2d02e6fc2a5a39a3f9f46092795?cid=9ba8560ce44540a8a907412d26cedc64,SAD
25,1dLXLETYiZohIZWnse4ypG,https://p.scdn.co/mp3-preview/3e0626d9c8c25d15aa51a9688feda00d29bba477?cid=9ba8560ce44540a8a907412d26cedc64,SAD
26,3cqPu20DGTGUoZtbJH2Dmi,https://p.scdn.co/mp3-preview/f3e4c6fde3c9e4ab10e93994352afdcb3001f4c5?cid=9ba8560ce44540a8a907412d26cedc64,SAD
27,2ZH0frS6VRDzSphiwJ9pvc,https://p.scdn.co/mp3-preview/4e00362fa8839bf4883d6773883899d74e1d1ada?cid=9ba8560ce44540a8a907412d26cedc64,SAD
28,14kjWCINmSIbQ1rajcts6j,https://p.scdn.co/mp3-preview/b8396de271cbba2314326da7d5a4162cc0db41e0?cid=9ba8560ce44540a8a907412d26cedc64,SAD
29,3H3r2nKWa3Yk5gt8xgmsEt,https://p.scdn.co/mp3-preview/3c60b1d62c274d479c3fe5b4931062150fbcbe5d?cid=9ba8560ce44540a8a907412d26cedc64,SAD
30,2qG81jL9UIP54uS8gYyP4k,https://p.scdn.co/mp3-preview/5f3dc3f43e1d60210ed9fae3d65dabd979ca2ff7?cid=9ba8560ce44540a8a907412d26cedc64,SAD
31,6UelLqGlWMcVH1E5c4H7lY,https://p.scdn.co/mp3-preview/0c51b5f7ed852504844feebfb4f4b7f099452662?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
32,27ycaQnQAxaPiyeg3nr2aB,https://p.scdn.co/mp3-preview/837e5649e915ca76f814a3923612703ed7fed29d?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
33,45S5WTQEGOB1VHr1Q4FuPl,https://p.scdn.co/mp3-preview/b8bbc5ca9cc5fc1a9ddb73fa47107f00c59c422c?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
34,30WakYO6SFo4XXV9zTsunR,https://p.scdn.co/mp3-preview/07a4985ea4c6523b6653a9ff1d0805a276d6509f?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
35,2fTdRdN73RgIgcUZN33dvt,https://p.scdn.co/mp3-preview/9fd675a7b26d777e85161a4ee54e11618ad36fa7?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
36,55CHeLEfn5iJ0IIkgaa4si,https://p.scdn.co/mp3-preview/c0240762e32d735387bb594760d0d84e44102100?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
37,7xD2RwHn65lTpFS0DVMvpS,https://p.scdn.co/mp3-preview/0b2a9d55531e79b0e47b9a9e74295178ef2d3d7a?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
38,2xAr5bhItmWXW6P5aYMOwI,https://p.scdn.co/mp3-preview/0d547f7166293c04a63e11d24cdc88376ebb54e0?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
39,58AGoOGbwsQMhBbH0eFLRR,https://p.scdn.co/mp3-preview/acb8090a47526a5ba6b9d5baec8497d2eecaaf35?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
40,3fEoJxnPpfIHwFHKiFtqbA,https://p.scdn.co/mp3-preview/06385bef21846d6ae47d06c8fdef2402d6d46735?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
41,4Oun2ylbjFKMPTiaSbbCih,https://p.scdn.co/mp3-preview/1ca9e7769467092ff12a0aee336488ce1b53501c?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
42,249gnXrbfmV8NG6jTEMSwD,https://p.scdn.co/mp3-preview/9dc29ff47cbdda2d3c5a66b3fabf9c7420f62950?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
43,0A1hoCfMLkiAgvhWkkucJa,https://p.scdn.co/mp3-preview/944a2a1174c9e2019b0104049dd2a8f03b3c0b30?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
44,0GzuHFG4Ql6DoyxFRnIk3F,https://p.scdn.co/mp3-preview/387b491a7a8a2200379386e98f2f4a95506bb107?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
45,6UelLqGlWMcVH1E5c4H7lY,https://p.scdn.co/mp3-preview/0c51b5f7ed852504844feebfb4f4b7f099452662?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
46,3tjFYV6RSFtuktYl3ZtYcq,https://p.scdn.co/mp3-preview/45cb08fdb67744ab7f1f172bb750e9c10415c37a?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
47,0t1kP63rueHleOhQkYSXFY,https://p.scdn.co/mp3-preview/a707728846c105f4d8552b8546c30b121bf517f0?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
48,1raaNykBg1bDnWENUiglUA,https://p.scdn.co/mp3-preview/db7293c1d12874c0b4e604999ef04f05b185e5d9?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
49,2S68WpmPi4gFg9pg78alRb,https://p.scdn.co/mp3-preview/fb9a32b9d2cf806e4a821d539b62fa26238054df?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
50,2ckOGagU3jzXZMOZSnrYuJ,https://p.scdn.co/mp3-preview/3dd500af26d9c42bb98084f1a333af763b18ba19?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
51,11VApNQCWLJdzxWrlmwzUa,https://p.scdn.co/mp3-preview/d07fbbe4e6c0ce64f63d8b94c1e5cb893cc24a1d?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
52,3AzjcOeAmA57TIOr9zF1ZW,https://p.scdn.co/mp3-preview/fa1eb265d7f5a5c0e13b9038f77772ad17ad74ec?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
53,1xQ6trAsedVPCdbtDAmk0c,https://p.scdn.co/mp3-preview/d709526bcdffa6683f85c9255c2fd4e7871ba04c?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
54,6ey1DsVWoQLGjYRFJkTUfL,https://p.scdn.co/mp3-preview/78f447a8a33bba40e7aef48c8551e12a9aa3df75?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
55,463CkQjx2Zk1yXoBuierM9,https://p.scdn.co/mp3-preview/cc617f669fd1e3ee33a4ac0c66346fefd15286e7?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
56,59qrUpoplZxbIZxk6X0Bm3,https://p.scdn.co/mp3-preview/a571ff5fe255c4a51a609afa67bafd821ea396bf?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
57,27u7t9d7ZQoyjsCROHuZJ3,https://p.scdn.co/mp3-preview/3d3f99ef7d4bea725a9bebc740cadf56e4f548bb?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
58,0nbXyq5TXYPCO7pr3N8S4I,https://p.scdn.co/mp3-preview/52c74a85b9b187b8f51bfe1c7b19a25f7624161a?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
59,3JUeBSM4bsJGwYCVRqMeuC,https://p.scdn.co/mp3-preview/7066a50dba48a3cda7318a116c5ce38027235680?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
60,5f1joOtoMeyppIcJGZQvqJ,https://p.scdn.co/mp3-preview/4f50fb968d7c3ad92748fdcaec6ab9071dc0535f?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY